label,text
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,What u talking bout early morning? It's almost noon where your at!
spam,Your iPhone subscription is about to expire. Renew at www.example.com.
ham,Try neva mate!!
spam,Limited time offer! Get 70% off on iPhone. Visit www.example.com.
spam,Act now! Exclusive deal on voucher available at tinyurl.com/deal.
ham,No. Yes please. Been swimming?
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
spam,Limited time offer! Get 50% off on TV. Visit bit.ly/freegift.
ham,How? Izzit still raining?
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,Nope watching tv at home... Not going out. V bored...
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
spam,"Special offer for you! Buy one voucher, get one free at tinyurl.com/deal."
spam,"Special offer for you! Buy one iPhone, get one free at tinyurl.com/deal."
spam,"Special offer for you! Buy one gift card, get one free at tinyurl.com/deal."
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
ham,Please attend the phone:)
ham,"sure, but make sure he knows we ain't smokin yet"
spam,Get a TV for free! Just sign up at bit.ly/freegift.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
spam,Don't miss out on free trial! Click promo.link/redeem to learn more.
ham,"Ok, be careful ! Don't text and drive !"
spam,Act now! Exclusive deal on TV available at promo.link/redeem.
spam,Act now! Exclusive deal on voucher available at www.example.com.
ham,You sure your neighbors didnt pick it up
spam,Get a TV for free! Just sign up at bit.ly/freegift.
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
spam,Limited time offer! Get 20% off on laptop. Visit www.example.com.
spam,Earn $2000 working from home. Sign up today at bit.ly/freegift.
spam,Get a iPhone for free! Just sign up at bit.ly/freegift.
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,LOL what happens in Vegas stays in vegas
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
spam,Get a trip for free! Just sign up at bit.ly/freegift.
ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
spam,Hurry! Your gift card is waiting. Redeem today at www.example.com.
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Just haven't decided where yet eh ?
spam,Hurry! Your TV is waiting. Redeem today at bit.ly/freegift.
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,"I'm in a meeting, call me later at"
spam,Hurry! Your voucher is waiting. Redeem today at www.example.com.
spam,Hurry! Your trip is waiting. Redeem today at bit.ly/freegift.
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
ham,Great comedy..cant stop laughing da:)
spam,Your trip subscription is about to expire. Renew at www.example.com.
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
spam,"Special offer for you! Buy one gift card, get one free at bit.ly/freegift."
ham,Ok ill tell the company
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
ham,Stupid.its not possible
spam,"Special offer for you! Buy one TV, get one free at www.example.com."
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
spam,"Special offer for you! Buy one voucher, get one free at www.example.com."
ham,I like you peoples very much:) but am very shy pa.
spam,Limited time offer! Get 50% off on laptop. Visit promo.link/redeem.
ham,"He will, you guys close?"
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,"Yep, at derek's house now, see you Sunday &lt;3"
spam,Congratulations! You have won a free TV. Claim now at tinyurl.com/deal.
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
ham,"Sorry, I'll call later"
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,Ü all write or wat..
spam,Congratulations! You have won a free TV. Claim now at tinyurl.com/deal.
ham,PICK UR FONE UP NOW U DUMB?
spam,Your gift card subscription is about to expire. Renew at promo.link/redeem.
ham,Lol ... I knew that .... I saw him in the dollar store
spam,"Special offer for you! Buy one gift card, get one free at bit.ly/freegift."
ham,Jay's getting really impatient and belligerent
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
spam,Get a TV for free! Just sign up at bit.ly/freegift.
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
spam,Hurry! Your voucher is waiting. Redeem today at www.example.com.
spam,Congratulations! You have won a free voucher. Claim now at promo.link/redeem.
spam,Limited time offer! Get 70% off on laptop. Visit tinyurl.com/deal.
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
spam,Act now! Exclusive deal on iPhone available at promo.link/redeem.
spam,Your gift card subscription is about to expire. Renew at bit.ly/freegift.
ham,Yes! How is a pretty lady like you single?
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,Now get step 2 outta the way. Congrats again.
ham,Okay same with me. Well thanks for the clarification
ham,No de.am seeing in online shop so that i asked.
ham,It only does simple arithmetic not percentages.
spam,Hurry! Your gift card is waiting. Redeem today at tinyurl.com/deal.
spam,Hurry! Your TV is waiting. Redeem today at www.example.com.
ham,"Haha get used to driving to usf man, I know a lot of stoners"
spam,"Special offer for you! Buy one gift card, get one free at tinyurl.com/deal."
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
ham,Want to finally have lunch today?
spam,Don't miss out on free trial! Click tinyurl.com/deal to learn more.
ham,Will ü b going to esplanade fr home?
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
ham,"Yeah, where's your class at?"
ham,Cool. So how come you havent been wined and dined before?
spam,Get a TV for free! Just sign up at promo.link/redeem.
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,Whatsup there. Dont u want to sleep
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Did u download the fring app?
spam,Hurry! Your trip is waiting. Redeem today at bit.ly/freegift.
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
spam,Don't miss out on free trial! Click www.example.com to learn more.
ham,Morning only i can ok.
spam,Earn $2000 working from home. Sign up today at promo.link/redeem.
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,K I'll be sure to get up before noon and see what's what
spam,Your TV subscription is about to expire. Renew at tinyurl.com/deal.
ham,Y lei?
spam,Your trip subscription is about to expire. Renew at tinyurl.com/deal.
ham,And how's your husband.
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
spam,Get a TV for free! Just sign up at www.example.com.
ham,So u wan 2 come for our dinner tonight a not?
spam,Don't miss out on free trial! Click bit.ly/freegift to learn more.
ham,I AM AT THE GAS STATION. GO THERE.
ham,Call me when u finish then i come n pick u.
ham,I wont touch you with out your permission.
spam,Act now! Exclusive deal on laptop available at www.example.com.
spam,Limited time offer! Get 70% off on trip. Visit www.example.com.
ham,I pocked you up there before
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
